cust_id,name,tier,email,phone,card_last4,ssn_hash,location,household_id,tenure_months,annual_spend_usd,preferred_channel,digital_affinity,support_dependence,patience,spend_propensity,travel_intensity,n_journeys,n_events,churned_30d,churn_probability,risk_segment
CUST_PREMIUM_001482,Jack Taylor,Gold,jack.taylor93@summitmail.net,+1 (415) 530-0039,2821,07969208ba,"San Francisco, CA",HH_SINGLE_000481,90,31226.56,web,0.4809,0.3034,0.5175,0.5697,0.6065,4,4,False,0.0214,low
CUST_PREMIUM_001483,Omar Thomas,Green,omar.thomas94@summitmail.net,+1 (650) 666-7958,5810,dcae97f182,Singapore,HH_00160,25,11810.09,call_center,0.0499,0.8767,0.1818,0.214,0.2249,1,1,False,0.0857,low
CUST_PREMIUM_001484,Dev Harris,Centurion Black,dev.harris95@atlasmail.net,+1 (404) 659-5877,4792,2cb0975b47,"Atlanta, GA",HH_SINGLE_000483,65,213449.25,app,0.8895,0.5406,0.5025,0.7579,0.5886,14,18,False,0.1083,low
CUST_PREMIUM_001485,Priya Smith,Platinum,priya.smith@bluepeak.co,+1 (404) 696-3796,0828,2abd0cbf4e,"Atlanta, GA",HH_SINGLE_000484,43,56925.86,web,0.5373,0.5508,0.2064,0.6743,0.3472,9,13,True,0.2268,medium
CUST_PREMIUM_001486,Diego White,Platinum,diego.white@bluepeak.co,+1 (650) 777-1715,8488,5c261986ba,Singapore,HH_SINGLE_000485,92,17591.61,app,0.3718,0.4894,0.2466,0.5392,0.6363,3,7,False,0.1745,low
CUST_PREMIUM_001487,Riya Hall,Gold,riya.hall@bluepeak.co,+1 (214) 726-9634,7248,1225c43f5d,"Dallas, TX",HH_SINGLE_000486,86,5210.71,in_person,0.1555,0.7398,0.2108,0.9034,0.5188,4,5,False,0.1276,low
CUST_PREMIUM_001488,Riya Nguyen,Platinum,riya.nguyen@capital-demo.org,+1 (415) 752-7553,7915,1fb57a468d,"San Francisco, CA",HH_SINGLE_000487,17,87580.58,call_center,0.5871,0.9991,0.1236,0.8278,0.0289,4,5,False,0.1128,low
CUST_PREMIUM_001489,Hazel Baker,Platinum,hazelbaker@harbor.example,+1 (917) 899-5472,3251,23449995df,"Mumbai, India",HH_SINGLE_000488,42,49484.73,app,0.3763,0.8189,0.1602,0.6201,0.4047,5,6,False,0.0856,low
CUST_PREMIUM_001490,Vivian Jones,Green,vivianjones@example.com,+1 (415) 826-3391,0457,1ffde67d47,"San Francisco, CA",HH_SINGLE_000489,229,10545.94,web,0.169,0.7938,0.3974,0.2811,0.5313,3,5,False,0.1379,low
CUST_PREMIUM_001491,Camila Nakamura,Gold,nakamura.camila@summitmail.net,+1 (214) 874-1310,8132,ad6d7ee9de,"Dallas, TX",HH_SINGLE_000490,10,28994.21,app,0.1957,0.2297,0.5696,0.3574,0.2215,10,18,False,0.1106,low
CUST_PREMIUM_001492,Leo Brown,Gold,leo.brown@example.com,+1 (212) 867-9229,5931,e669d03fc7,"New York, NY",HH_00163,69,24145.5,web,0.3325,0.4748,0.6696,0.4632,0.197,11,21,False,0.2745,medium
CUST_PREMIUM_001493,Aarav Lewis,Centurion Black,aarav.lewis@harbor.example,+1 (212) 204-7148,5588,83f4705fff,"New York, NY",HH_SINGLE_000492,92,73089.29,app,0.718,0.3045,0.7606,0.1554,0.704,8,12,False,0.0752,low
CUST_PREMIUM_001494,Theo Garcia,Green,theo.garcia8@harbor.example,+1 (305) 296-5067,8633,6f19afaa3c,"Miami, FL",HH_SINGLE_000493,68,6910.22,app,0.8011,0.9528,0.5115,0.4831,0.4231,8,14,False,0.4279,medium
CUST_PREMIUM_001495,Fatima Thompson,Platinum,thompson.fatima@orchardmail.com,+1 (617) 355-2986,7435,142b3d7db8,"Boston, MA",HH_SINGLE_000494,69,19006.87,app,0.8604,0.2092,0.4864,0.4729,0.2331,4,9,True,0.189,low
CUST_PREMIUM_001496,Isabella Wang,Gold,isabella.wang@capital-demo.org,+1 (212) 315-0905,2031,ce4478f2dd,"New York, NY",HH_00165,93,30946.0,app,0.2908,0.8111,0.2808,0.4353,0.4673,7,11,False,0.1278,low
CUST_PREMIUM_001497,Isabella Williams,Platinum,williams.isabella@bluepeak.co,+1 (305) 407-8824,2644,0f652c5225,"Miami, FL",HH_SINGLE_000496,19,92648.99,web,0.9291,0.2792,0.9237,0.9328,0.5505,14,18,False,0.0498,low
CUST_PREMIUM_001498,Yuki Khan,Platinum,yuki.khan12@northstar.org,+1 (416) 510-6743,3006,7029359c2f,"Toronto, Canada",HH_00165,7,51932.24,app,0.3159,0.2283,0.454,0.6466,0.5431,4,6,False,0.023,low
CUST_PREMIUM_001499,Leo Smith,Platinum,leo.smith13@atlasmail.net,+1 (212) 426-4662,5533,2f5ca62adf,"New York, NY",HH_SINGLE_000498,18,16779.85,call_center,0.3631,0.3999,0.3046,0.5919,0.3273,1,1,False,0.1004,low
CUST_PREMIUM_001500,Dev Moore,Gold,d.moore@example.com,+1 (646) 573-2581,1693,fa79b18573,"London, UK",HH_SINGLE_000499,12,16178.24,web,0.4727,0.4702,0.5742,0.5908,0.5501,1,1,False,0.0348,low
CUST_PREMIUM_001501,Mia Lee,Green,mialee@summitmail.net,+1 (404) 588-0500,0824,5ec92c85cb,"Atlanta, GA",HH_SINGLE_000500,19,7979.45,app,0.9961,0.045,0.7705,0.9832,0.1105,4,9,False,0.103,low
CUST_PREMIUM_001502,Akira Robinson,Platinum,akirarobinson@harbor.example,+1 (312) 559-8419,4565,41f40bbf1a,"Chicago, IL",HH_SINGLE_000501,32,8161.59,app,0.1693,0.278,0.2403,0.1296,0.3047,1,5,True,0.2543,medium
CUST_PREMIUM_001503,Eleanor Garcia,Platinum,garcia.eleanor@bluepeak.co,+1 (415) 607-6338,7663,b0753806c8,"San Francisco, CA",HH_SINGLE_000502,14,15145.57,web,0.0315,0.8918,0.8382,0.6976,0.6451,2,2,False,0.017,low
CUST_PREMIUM_001504,Harper Singh,Green,harpersingh@harbor.example,+1 (310) 622-4257,0098,86fe5a9d3f,"Los Angeles, CA",HH_SINGLE_000503,127,4210.99,web,0.8495,0.5218,0.4925,0.4273,0.4714,7,14,True,0.2622,medium
CUST_PREMIUM_001505,Camila Young,Gold,young.camila@atlasmail.net,+1 (312) 670-2176,0711,30c301ff42,"Chicago, IL",HH_00168,15,17789.27,app,0.7459,0.7719,0.6031,0.9029,0.3046,1,2,False,0.0464,low
CUST_PREMIUM_001506,Kabir Martinez,Green,kabir.martinez20@harbor.example,+1 (469) 850-0095,3462,5610e6321d,"Tokyo, Japan",HH_00168,116,17794.65,web,0.4693,0.671,0.5121,0.5126,0.7431,2,3,False,0.0649,low
CUST_PREMIUM_001507,Hannah Wilson,Platinum,hannah.wilson21@orchardmail.com,+1 (415) 755-8014,1673,2098c45692,"San Francisco, CA",HH_SINGLE_000506,53,16150.36,app,0.7176,0.3032,0.3337,0.6703,0.4959,8,12,False,0.1826,low
CUST_PREMIUM_001508,Jasmine Ito,Green,jasmine.ito@orchardmail.com,+1 (404) 847-5933,8243,031ebad591,"Atlanta, GA",HH_00169,71,17155.01,call_center,0.9541,0.81,0.3101,0.9774,0.5117,10,22,False,0.7426,high
CUST_PREMIUM_001509,Nora Anderson,Gold,nora.anderson@orchardmail.com,+1 (718) 250-3852,8518,dc3ff1a83d,"Delhi, India",HH_00169,46,13853.82,web,0.4525,0.4955,0.8131,0.6305,0.4966,1,1,False,0.0732,low
CUST_PREMIUM_001510,Hazel Vance,Gold,hazel.vance24@example.com,+1 (212) 833-1771,2110,ede7c4cc1b,"New York, NY",HH_SINGLE_000509,40,34550.26,call_center,0.5464,0.3783,0.5538,0.6816,0.4068,4,7,False,0.0721,low
CUST_PREMIUM_001511,Noah Roberts,Gold,noahroberts@orchardmail.com,+1 (415) 203-9690,2658,dace3e6bb2,"San Francisco, CA",HH_SINGLE_000510,85,49942.72,call_center,0.1187,0.5325,0.527,0.8314,0.8362,5,7,False,0.0996,low
CUST_PREMIUM_001512,Rei Taylor,Platinum,r.taylor@vectorlabs.co,+1 (212) 207-7609,9478,9843a20658,"New York, NY",HH_SINGLE_000511,15,15719.05,web,0.4398,0.7502,0.2023,0.4511,0.7356,1,1,False,0.0389,low
CUST_PREMIUM_001513,Rei Lopez,Platinum,rei.lopez27@orchardmail.com,+1 (305) 299-5528,1403,248c7e7de5,"Miami, FL",HH_SINGLE_000512,81,8614.44,web,0.1733,0.2043,0.1297,0.2447,0.1748,7,14,True,0.2918,medium
CUST_PREMIUM_001514,Daniel Rodriguez,Gold,daniel.rodriguez28@summitmail.net,+1 (202) 380-3447,3356,18f253f771,"Washington, DC",HH_SINGLE_000513,74,10899.69,app,0.2639,0.4136,0.5206,0.213,0.2424,4,7,False,0.0742,low
CUST_PREMIUM_001515,Elias Rivera,Platinum,elias.rivera@northstar.org,+1 (312) 340-1366,7580,d5eb874bb4,"Chicago, IL",HH_SINGLE_000514,51,13459.7,call_center,0.2804,0.9053,0.3593,0.6052,0.7133,2,2,True,0.0964,low
CUST_PREMIUM_001516,Emma White,Green,white.emma@example.com,+1 (650) 487-9285,5145,60b7fa062e,Singapore,HH_SINGLE_000515,40,9435.92,app,0.4377,0.552,0.5164,0.2822,0.6536,3,5,False,0.0762,low
CUST_PREMIUM_001517,Maya Reed,Gold,m.reed@vectorlabs.co,+1 (305) 447-7204,4371,3853f2a654,"Miami, FL",HH_SINGLE_000516,97,24992.92,call_center,0.2876,0.8391,0.5422,0.5463,0.6058,1,1,False,0.0224,low
CUST_PREMIUM_001518,Ethan Roberts,Gold,e.roberts@harbor.example,+1 (650) 561-5123,8380,2370e46d58,Singapore,HH_00172,28,29722.14,web,0.6515,0.0075,0.9802,0.9103,0.2571,1,1,False,0.0206,low
CUST_PREMIUM_001519,Lucas Kumar,Platinum,lucas.kumar33@summitmail.net,+1 (310) 477-3042,2890,4634307eca,"Los Angeles, CA",HH_SINGLE_000518,120,46455.59,web,0.5249,0.545,0.5295,0.5792,0.6583,7,12,False,0.0909,low
CUST_PREMIUM_001520,Arjun Rivera,Platinum,arjun.rivera@summitmail.net,+1 (617) 580-0961,2311,f8240d2eae,"Boston, MA",HH_SINGLE_000519,50,100153.54,web,0.8099,0.1919,0.813,0.4764,0.2314,4,5,False,0.0359,low
CUST_PREMIUM_001521,Harper Wang,Gold,harper.wang35@summitmail.net,+1 (212) 540-8880,3818,c95a7a0a3f,"New York, NY",HH_SINGLE_000520,111,10931.96,web,0.3752,0.7081,0.3398,0.3803,0.5376,3,9,False,0.2651,medium
CUST_PREMIUM_001522,Zara Wright,Green,zarawright@bluepeak.co,+1 (718) 731-6799,1672,ef5b1322d9,"Delhi, India",HH_00173,68,12284.82,in_person,0.4234,0.2888,0.6697,0.3407,0.4621,2,4,False,0.1088,low
CUST_PREMIUM_001523,Amara Wang,Platinum,amarawang@harbor.example,+1 (312) 636-4718,4291,d27645e576,"Chicago, IL",HH_SINGLE_000522,47,52443.16,call_center,0.3275,0.1134,0.9709,0.7201,0.2498,11,20,False,0.1113,low
CUST_PREMIUM_001524,Elena Perez,Green,elena.perez38@example.com,+1 (212) 651-2637,8756,430b1f0eb4,"New York, NY",HH_00174,114,21914.26,in_person,0.6254,0.8443,0.7886,0.5299,0.4052,1,1,False,0.0257,low
CUST_PREMIUM_001525,Victoria Jones,Gold,victoria.jones39@bluepeak.co,+1 (312) 710-0556,3628,f40efa18da,"Chicago, IL",HH_SINGLE_000524,40,13870.44,app,0.4625,0.2967,0.5578,0.5088,0.7013,8,15,False,0.3763,medium
CUST_PREMIUM_001526,Harper Reed,Green,reed.harper@northstar.org,+1 (718) 879-8475,5621,9dd563c3de,"Delhi, India",HH_SINGLE_000525,9,12051.23,web,0.3725,0.1665,0.6875,0.0377,0.0372,1,1,False,0.0492,low
CUST_PREMIUM_001527,Elena Gupta,Platinum,e.gupta@capital-demo.org,+1 (469) 227-6394,2008,3df6ae94bb,"Tokyo, Japan",HH_SINGLE_000526,97,37011.35,call_center,0.2534,0.5142,0.2641,0.5256,0.0867,5,7,False,0.0813,low
CUST_PREMIUM_001528,Zoe Bennett,Platinum,zoe.bennett42@orchardmail.com,+1 (310) 810-4313,9565,a88afb1cd5,"Los Angeles, CA",HH_SINGLE_000527,18,42457.82,web,0.8263,0.1884,0.1737,0.7482,0.3069,4,6,False,0.0414,low
CUST_PREMIUM_001529,Ravi Evans,Green,evans.ravi@bluepeak.co,+1 (310) 847-2232,8239,b111ac80ca,"Los Angeles, CA",HH_SINGLE_000528,91,22840.75,web,0.5541,0.3511,0.2681,0.9124,0.7258,6,7,False,0.1239,low
CUST_PREMIUM_001530,Sara Ito,Platinum,ito.sara@vectorlabs.co,+1 (212) 873-0151,2888,4c0750b8d6,"New York, NY",HH_SINGLE_000529,20,14884.27,call_center,0.1464,0.7566,0.6598,0.3095,0.7809,4,8,False,0.0752,low
CUST_PREMIUM_001531,Zara Martinez,Green,zaramartinez@atlasmail.net,+1 (202) 309-8070,2580,21af26240f,"Washington, DC",HH_SINGLE_000530,56,3932.62,in_person,0.2117,0.9272,0.5715,0.7175,0.7507,12,21,False,0.4889,high
CUST_PREMIUM_001532,Jasmine Morgan,Platinum,morgan.jasmine@orchardmail.com,+1 (206) 313-5989,9449,a802d6fe83,"Seattle, WA",HH_SINGLE_000531,82,138313.83,app,0.3802,0.7722,0.4301,0.2695,0.6991,5,9,False,0.2678,medium
CUST_PREMIUM_001533,Nora Adams,Green,noraadams@atlasmail.net,+1 (310) 295-3908,5726,b4f205c49c,"Los Angeles, CA",HH_SINGLE_000532,14,21609.12,app,0.2636,0.6977,0.1489,0.7574,0.3017,4,8,False,0.3381,medium
CUST_PREMIUM_001534,Naomi Brown,Platinum,naomi.brown@northstar.org,+1 (212) 321-1827,1220,cb3ea7dc6d,"New York, NY",HH_SINGLE_000533,87,48237.85,app,0.4811,0.0976,0.7333,0.3458,0.5528,2,2,False,0.0141,low
CUST_PREMIUM_001535,Kai Miller,Gold,kaimiller@harbor.example,+1 (416) 479-9746,3382,872d7bf1b1,"Toronto, Canada",HH_00178,72,9005.22,app,0.7548,0.4227,0.243,0.4219,0.5149,9,18,True,0.6137,high
CUST_PREMIUM_001536,Arjun Taylor,Green,arjun.taylor50@atlasmail.net,+1 (310) 406-7665,6215,970e41a41a,"Los Angeles, CA",HH_SINGLE_000535,96,3079.2,app,0.3747,0.6539,0.4126,0.1776,0.2232,5,8,True,0.1707,low
CUST_PREMIUM_001537,Kai Reed,Platinum,kaireed@capital-demo.org,+1 (404) 520-5584,0397,0e7f6e6c91,"Atlanta, GA",HH_00178,61,122867.54,app,0.565,0.8947,0.5638,0.8107,0.7518,14,23,False,0.3763,medium
CUST_PREMIUM_001538,Amara Smith,Platinum,amara.smith@summitmail.net,+1 (312) 491-3503,0284,4d449fe583,"Chicago, IL",HH_SINGLE_000537,35,82326.89,call_center,0.6976,0.4956,0.5259,0.8452,0.4885,10,21,False,0.4118,medium
CUST_PREMIUM_001539,Sara White,Platinum,sara.white@bluepeak.co,+1 (718) 660-1422,7549,aef279654d,"Delhi, India",HH_SINGLE_000538,109,251996.91,app,0.4246,0.7031,0.2298,0.6815,0.5459,5,8,False,0.0711,low
CUST_PREMIUM_001540,Ethan Wang,Platinum,ethan.wang54@atlasmail.net,+1 (305) 598-9341,2659,b07305fc16,"Miami, FL",HH_SINGLE_000539,35,61505.22,in_person,0.5266,0.7046,0.4937,0.8155,0.4805,11,23,False,0.4349,medium
CUST_PREMIUM_001541,Sara Young,Platinum,sara.young55@orchardmail.com,+1 (650) 712-7260,1162,1ef3af4673,Singapore,HH_SINGLE_000540,18,38553.06,web,0.7806,0.2692,0.8593,0.7232,0.6639,1,2,False,0.0171,low
CUST_PREMIUM_001542,Liam Kim,Gold,liam.kim56@harbor.example,+1 (404) 705-5179,0886,bed964cd7a,"Atlanta, GA",HH_SINGLE_000541,68,32382.33,app,0.7578,0.0393,0.5078,0.7555,0.7661,7,14,False,0.1416,low
CUST_PREMIUM_001543,Jack Shah,Gold,jack.shah57@northstar.org,+1 (214) 698-3098,9348,b33d690990,"Dallas, TX",HH_SINGLE_000542,51,5902.01,call_center,0.9215,0.9749,0.4982,0.9825,0.1976,6,14,False,0.3339,medium
CUST_PREMIUM_001544,Adrian Rossi,Platinum,adrian.rossi@bluepeak.co,+1 (212) 691-1017,8681,b979642a18,"New York, NY",HH_SINGLE_000543,135,58341.87,app,0.7142,0.6645,0.5019,0.5435,0.7157,1,1,False,0.0533,low
CUST_PREMIUM_001545,Noah Robinson,Platinum,noahrobinson@northstar.org,+1 (202) 827-8936,1343,07bf30171e,"Washington, DC",HH_SINGLE_000544,46,38529.28,in_person,0.4356,0.4949,0.5223,0.1957,0.4809,14,16,False,0.0904,low
CUST_PREMIUM_001546,Daniel Ramirez,Gold,d.ramirez@capital-demo.org,+1 (212) 765-6855,2704,631ba5fb8c,"New York, NY",HH_00181,45,17620.78,call_center,0.7288,0.7476,0.4068,0.8675,0.7293,7,11,True,0.2628,medium
CUST_PREMIUM_001547,Amara Nguyen,Green,a.nguyen@bluepeak.co,+1 (404) 890-4774,0070,6fd5418743,"Atlanta, GA",HH_SINGLE_000546,111,18989.0,app,0.219,0.7517,0.4083,0.3874,0.5336,14,19,False,0.3065,medium
CUST_PREMIUM_001548,Dev Kumar,Platinum,kumar.dev@summitmail.net,+1 (310) 850-2693,4563,0e4fc36b5a,"Los Angeles, CA",HH_00182,27,40093.55,app,0.5743,0.7912,0.0487,0.406,0.7283,5,5,False,0.1142,low
CUST_PREMIUM_001549,Rafael Davis,Gold,r.davis@summitmail.net,+1 (305) 231-0612,2696,d6c2a2778f,"Miami, FL",HH_SINGLE_000548,74,18176.69,app,0.4708,0.4791,0.5343,0.3291,0.3531,6,9,False,0.1075,low
CUST_PREMIUM_001550,Charlotte Martin,Green,charlotte.martin@example.com,+1 (310) 224-8531,0706,aa1a25c4e3,"Los Angeles, CA",HH_SINGLE_000549,94,5352.31,call_center,0.1713,0.6334,0.7076,0.3779,0.2915,5,8,False,0.0821,low
CUST_PREMIUM_001551,Akira Khan,Gold,akirakhan@harbor.example,+1 (212) 250-6450,9857,7282ab3693,"New York, NY",HH_SINGLE_000550,133,42722.6,app,0.7344,0.4158,0.4968,0.8728,0.6966,11,22,True,0.3963,medium
CUST_PREMIUM_001552,Zoe Turner,Gold,turner.zoe@example.com,+1 (305) 342-4369,1525,7277b51532,"Miami, FL",HH_SINGLE_000551,39,10031.88,app,0.2002,0.487,0.5328,0.1413,0.3826,6,6,False,0.084,low
CUST_PREMIUM_001553,Kabir Fernandez,Green,kabir.fernandez67@atlasmail.net,+1 (206) 390-2288,7150,bb3dfafa8d,"Seattle, WA",HH_SINGLE_000552,43,31031.19,web,0.8515,0.143,0.9129,0.5837,0.3156,3,6,False,0.0733,low
CUST_PREMIUM_001554,Meera Hernandez,Platinum,m.hernandez@example.com,+1 (214) 405-0207,8431,010719f2bc,"Dallas, TX",HH_SINGLE_000553,10,109509.41,app,0.6697,0.1857,0.7202,0.4627,0.5418,7,8,False,0.0223,low
CUST_PREMIUM_001555,Daniel Rossi,Green,d.rossi@atlasmail.net,+1 (214) 442-8126,3348,c1d24db4ec,"Dallas, TX",HH_SINGLE_000554,94,4595.28,app,0.1936,0.4064,0.6612,0.4182,0.4866,4,5,False,0.0657,low
CUST_PREMIUM_001556,Samuel Hernandez,Gold,samuel.hernandez70@example.com,+1 (718) 589-6045,9239,caf57b2dfc,"Delhi, India",HH_SINGLE_000555,100,50414.86,web,0.7509,0.0758,0.4813,0.4338,0.3848,8,16,True,0.3455,medium
CUST_PREMIUM_001557,Ananya Garcia,Gold,ananyagarcia@harbor.example,+1 (212) 472-3964,0096,6ab1d73fbf,"New York, NY",HH_SINGLE_000556,140,10845.51,web,0.1787,0.0504,0.7501,0.481,0.1753,5,11,False,0.1665,low
CUST_PREMIUM_001558,Meera Ahmed,Centurion Black,m.ahmed@example.com,+1 (415) 542-1883,0140,e999748646,"San Francisco, CA",HH_SINGLE_000557,26,83309.87,web,0.1719,0.691,0.7675,0.3916,0.6343,1,1,False,0.0282,low
CUST_PREMIUM_001559,Aditi Morris,Gold,aditi.morris73@example.com,+1 (415) 579-9802,0894,cfd2f1f237,"San Francisco, CA",HH_SINGLE_000558,32,27134.43,call_center,0.6968,0.7798,0.7329,0.4901,0.3544,6,12,False,0.2576,medium
CUST_PREMIUM_001560,Isla Gupta,Platinum,islagupta@orchardmail.com,+1 (416) 704-7721,7747,ace279f72e,"Toronto, Canada",HH_SINGLE_000559,32,105329.35,call_center,0.2634,0.1456,0.9045,0.1574,0.6865,3,4,False,0.0258,low
CUST_PREMIUM_001561,Naomi Roy,Gold,naomi.roy75@bluepeak.co,+1 (202) 719-5640,0326,469ba6a716,"Washington, DC",HH_SINGLE_000560,68,6354.0,web,0.6022,0.6165,0.0465,0.3686,0.6606,14,26,False,0.4804,high
CUST_PREMIUM_001562,Yuki Campbell,Green,yuki.campbell76@example.com,+1 (646) 767-3559,1262,eb0dd9361e,"London, UK",HH_SINGLE_000561,116,6321.58,web,0.4117,0.7342,0.607,0.4608,0.5972,2,3,False,0.0393,low
CUST_PREMIUM_001563,Nora Vance,Platinum,nora.vance77@capital-demo.org,+1 (404) 782-1478,4965,bf39a9eb5d,"Atlanta, GA",HH_SINGLE_000562,22,32410.6,app,0.563,0.748,0.1504,0.419,0.6029,5,9,False,0.1756,low
CUST_PREMIUM_001564,Nora Cooper,Gold,nora.cooper78@capital-demo.org,+1 (212) 731-9397,2361,f834f51486,"New York, NY",HH_SINGLE_000563,68,8422.6,call_center,0.4753,0.5858,0.143,0.5066,0.5562,6,8,False,0.1953,low
CUST_PREMIUM_001565,Priya Baker,Gold,p.baker@summitmail.net,+1 (617) 845-7316,7433,00d6afb491,"Boston, MA",HH_SINGLE_000564,27,16049.23,call_center,0.3653,0.7737,0.1451,0.3488,0.3663,1,1,False,0.1147,low
CUST_PREMIUM_001566,Diego Fernandez,Gold,diego.fernandez@orchardmail.com,+1 (310) 816-5235,3941,90f70f2154,"Los Angeles, CA",HH_SINGLE_000565,57,9591.18,call_center,0.6359,0.6334,0.2096,0.5866,0.5794,2,3,False,0.0989,low
CUST_PREMIUM_001567,Omar Garcia,Gold,o.garcia@orchardmail.com,+1 (416) 263-3154,7539,64c1e38069,"Toronto, Canada",HH_SINGLE_000566,159,14715.96,app,0.7942,0.8471,0.611,0.7196,0.5202,6,10,False,0.1345,low
CUST_PREMIUM_001568,Ananya Diaz,Gold,a.diaz@atlasmail.net,+1 (212) 879-1073,1454,ab46c9a338,"New York, NY",HH_SINGLE_000567,14,12193.49,app,0.57,0.6726,0.4577,0.2094,0.3125,4,8,False,0.1092,low
CUST_PREMIUM_001569,Sora Murphy,Green,murphy.sora@example.com,+1 (312) 238-8992,7158,f1eff7a652,"Chicago, IL",HH_SINGLE_000568,26,51539.49,web,0.5796,0.7113,0.1682,0.514,0.381,1,4,False,0.1699,low
CUST_PREMIUM_001570,Dev Hernandez,Gold,dev.hernandez@vectorlabs.co,+1 (310) 264-6911,4659,4751334b46,"Los Angeles, CA",HH_SINGLE_000569,196,8625.38,web,0.73,0.3466,0.8125,0.3782,0.4901,14,21,False,0.1929,low
CUST_PREMIUM_001571,Andre Ito,Platinum,andre.ito85@northstar.org,+1 (202) 389-4830,3648,a20336ee06,"Washington, DC",HH_SINGLE_000570,96,37622.74,call_center,0.3418,0.7182,0.8391,0.6973,0.689,5,8,False,0.0557,low
CUST_PREMIUM_001572,Dev Banerjee,Green,banerjee.dev@northstar.org,+1 (718) 481-2749,8720,9d33d67ea8,"Delhi, India",HH_SINGLE_000571,103,12171.22,in_person,0.2691,0.0239,0.8849,0.8054,0.7873,1,1,False,0.0309,low
CUST_PREMIUM_001573,Zoe Gupta,Gold,gupta.zoe@vectorlabs.co,+1 (312) 386-0668,0052,35283a6857,"Chicago, IL",HH_SINGLE_000572,8,8577.99,app,0.2991,0.836,0.5479,0.5867,0.489,10,14,False,0.0839,low
CUST_PREMIUM_001574,Nora Taylor,Green,taylor.nora@harbor.example,+1 (312) 423-8587,3508,5e6e544fd6,"Chicago, IL",HH_SINGLE_000573,35,8779.14,in_person,0.2455,0.8022,0.2786,0.4036,0.6523,9,15,True,0.227,medium
CUST_PREMIUM_001575,David Kim,Green,david.kim@harbor.example,+1 (415) 471-6506,2217,202b030715,"San Francisco, CA",HH_SINGLE_000574,87,10101.3,in_person,0.5942,0.4173,0.8295,0.2435,0.099,7,7,False,0.0265,low
CUST_PREMIUM_001576,Victoria Evans,Gold,victoria.evans90@example.com,+1 (214) 519-4425,3461,cf05ebb36d,"Dallas, TX",HH_SINGLE_000575,50,59154.91,web,0.9479,0.4154,0.8109,0.9883,0.2163,5,8,True,0.0608,low
CUST_PREMIUM_001577,Sora Miller,Platinum,soramiller@bluepeak.co,+1 (646) 622-2344,3220,9d71e36ad1,"London, UK",HH_SINGLE_000576,52,8856.02,call_center,0.6112,0.444,0.4059,0.2459,0.6437,6,10,False,0.1257,low
CUST_PREMIUM_001578,Eleanor Hall,Platinum,hall.eleanor@atlasmail.net,+1 (310) 560-0263,9506,aa19970205,"Los Angeles, CA",HH_00192,78,24418.49,app,0.0918,0.3902,0.1428,0.0332,0.832,4,6,False,0.0739,low
CUST_PREMIUM_001579,Theo Williams,Gold,t.williams@example.com,+1 (312) 608-8182,7803,149d82499c,"Chicago, IL",HH_SINGLE_000578,31,15400.32,web,0.605,0.1679,0.5157,0.3012,0.5602,14,18,False,0.148,low
CUST_PREMIUM_001580,Priya Kumar,Green,priyakumar@atlasmail.net,+1 (917) 766-6101,6752,e1e41cd69d,"Mumbai, India",HH_00193,126,4159.69,web,0.2256,0.5445,0.6562,0.3679,0.8157,3,5,False,0.0848,low
CUST_PREMIUM_001581,Ananya Baker,Green,ananya.baker95@bluepeak.co,+1 (646) 770-4020,7780,250b4742ba,"London, UK",HH_SINGLE_000580,56,2952.89,call_center,0.938,0.6993,0.051,0.0032,0.2278,14,24,True,0.7017,high
CUST_PREMIUM_001582,Naomi Walker,Gold,walker.naomi@example.com,+1 (212) 697-1939,7940,31e7299bf7,"New York, NY",HH_SINGLE_000581,20,6090.6,web,0.734,0.4052,0.7263,0.6167,0.6031,9,15,False,0.1557,low
CUST_PREMIUM_001583,Priya Rossi,Gold,priya.rossi0@orchardmail.com,+1 (718) 888-9858,1924,52b4bdae78,"Delhi, India",HH_SINGLE_000582,100,18649.51,web,0.3902,0.6605,0.2213,0.5717,0.7062,9,14,False,0.2398,medium
CUST_PREMIUM_001584,Sora Khan,Platinum,s.khan@bluepeak.co,+1 (650) 203-7777,5319,410520e8b6,Singapore,HH_SINGLE_000583,81,95472.73,web,0.7085,0.1579,0.5978,0.6376,0.4216,4,5,False,0.0255,low
CUST_PREMIUM_001585,Lucas Nguyen,Platinum,lucas.nguyen@capital-demo.org,+1 (206) 874-5696,6064,651578af03,"Seattle, WA",HH_SINGLE_000584,74,48039.05,web,0.8487,0.351,0.8032,0.9274,0.2138,5,7,False,0.0358,low
CUST_PREMIUM_001586,Ravi Patel,Green,ravi.patel@example.com,+1 (310) 856-3615,7935,0423916f29,"Los Angeles, CA",HH_SINGLE_000585,196,31117.47,app,0.2383,0.5611,0.1898,0.1025,0.5662,4,8,False,0.1995,low
CUST_PREMIUM_001587,Isabella Kapoor,Gold,kapoor.isabella@summitmail.net,+1 (416) 303-1534,8826,636b0ea324,"Toronto, Canada",HH_00195,52,35446.5,call_center,0.0734,0.8622,0.3204,0.8982,0.7031,14,21,False,0.474,high
CUST_PREMIUM_001588,Sara Miller,Green,s.miller@northstar.org,+1 (214) 263-9453,1535,2567b22f2e,"Dallas, TX",HH_SINGLE_000587,27,3174.21,web,0.1773,0.74,0.1479,0.5945,0.2442,4,6,False,0.1437,low
