id,type,val,owner_cust_id
ck_42e345f741,cookie,ck_42e345f741,CUST_PREMIUM_001480
dev_fccac75b1e,device_id,dev_fccac75b1e,CUST_PREMIUM_001480
dev_d599f10a05,device_id,dev_d599f10a05,CUST_PREMIUM_001480
CUST_PREMIUM_001481,cust_id,CUST_PREMIUM_001481,CUST_PREMIUM_001481
harper.walker92@orchardmail.com,email,harper.walker92@orchardmail.com,CUST_PREMIUM_001481
+1 (416) 581-2120,phone,+1 (416) 581-2120,CUST_PREMIUM_001481
6109,card_last4,Card *6109,CUST_PREMIUM_001481
ck_05324e269b,cookie,ck_05324e269b,CUST_PREMIUM_001481
ck_c2e9e8feb0,cookie,ck_c2e9e8feb0,CUST_PREMIUM_001481
dev_97e6902e04,device_id,dev_97e6902e04,CUST_PREMIUM_001481
CUST_PREMIUM_001482,cust_id,CUST_PREMIUM_001482,CUST_PREMIUM_001482
jack.taylor93@summitmail.net,email,jack.taylor93@summitmail.net,CUST_PREMIUM_001482
+1 (415) 530-0039,phone,+1 (415) 530-0039,CUST_PREMIUM_001482
2821,card_last4,Card *2821,CUST_PREMIUM_001482
ck_ecfb4f5bde,cookie,ck_ecfb4f5bde,CUST_PREMIUM_001482
ck_c5154e399e,cookie,ck_c5154e399e,CUST_PREMIUM_001482
dev_f5b03b1a3f,device_id,dev_f5b03b1a3f,CUST_PREMIUM_001482
CUST_PREMIUM_001483,cust_id,CUST_PREMIUM_001483,CUST_PREMIUM_001483
omar.thomas94@summitmail.net,email,omar.thomas94@summitmail.net,CUST_PREMIUM_001483
+1 (650) 666-7958,phone,+1 (650) 666-7958,CUST_PREMIUM_001483
5810,card_last4,Card *5810,CUST_PREMIUM_001483
ck_6f4b2e5605,cookie,ck_6f4b2e5605,CUST_PREMIUM_001483
dev_01fad9fe9a,device_id,dev_01fad9fe9a,CUST_PREMIUM_001483
CUST_PREMIUM_001484,cust_id,CUST_PREMIUM_001484,CUST_PREMIUM_001484
dev.harris95@atlasmail.net,email,dev.harris95@atlasmail.net,CUST_PREMIUM_001484
+1 (404) 659-5877,phone,+1 (404) 659-5877,CUST_PREMIUM_001484
4792,card_last4,Card *4792,CUST_PREMIUM_001484
ck_52fcb2d01c,cookie,ck_52fcb2d01c,CUST_PREMIUM_001484
ck_3cbe0e35a3,cookie,ck_3cbe0e35a3,CUST_PREMIUM_001484
ck_29ff17d41d,cookie,ck_29ff17d41d,CUST_PREMIUM_001484
ck_b6635b7095,cookie,ck_b6635b7095,CUST_PREMIUM_001484
ck_efcbab1298,cookie,ck_efcbab1298,CUST_PREMIUM_001484
dev_cf3d343bca,device_id,dev_cf3d343bca,CUST_PREMIUM_001484
CUST_PREMIUM_001485,cust_id,CUST_PREMIUM_001485,CUST_PREMIUM_001485
priya.smith@bluepeak.co,email,priya.smith@bluepeak.co,CUST_PREMIUM_001485
+1 (404) 696-3796,phone,+1 (404) 696-3796,CUST_PREMIUM_001485
0828,card_last4,Card *0828,CUST_PREMIUM_001485
ck_f1c216dab1,cookie,ck_f1c216dab1,CUST_PREMIUM_001485
ck_dc87b8dfc9,cookie,ck_dc87b8dfc9,CUST_PREMIUM_001485
dev_00d5cbb4c2,device_id,dev_00d5cbb4c2,CUST_PREMIUM_001485
dev_f7996f418e,device_id,dev_f7996f418e,CUST_PREMIUM_001485
CUST_PREMIUM_001486,cust_id,CUST_PREMIUM_001486,CUST_PREMIUM_001486
diego.white@bluepeak.co,email,diego.white@bluepeak.co,CUST_PREMIUM_001486
+1 (650) 777-1715,phone,+1 (650) 777-1715,CUST_PREMIUM_001486
8488,card_last4,Card *8488,CUST_PREMIUM_001486
ck_1925c0939f,cookie,ck_1925c0939f,CUST_PREMIUM_001486
ck_66d06f88ac,cookie,ck_66d06f88ac,CUST_PREMIUM_001486
dev_0befdb1f31,device_id,dev_0befdb1f31,CUST_PREMIUM_001486
CUST_PREMIUM_001487,cust_id,CUST_PREMIUM_001487,CUST_PREMIUM_001487
riya.hall@bluepeak.co,email,riya.hall@bluepeak.co,CUST_PREMIUM_001487
+1 (214) 726-9634,phone,+1 (214) 726-9634,CUST_PREMIUM_001487
7248,card_last4,Card *7248,CUST_PREMIUM_001487
ck_6d333bf76b,cookie,ck_6d333bf76b,CUST_PREMIUM_001487
ck_69b34fb1cd,cookie,ck_69b34fb1cd,CUST_PREMIUM_001487
dev_4f52044835,device_id,dev_4f52044835,CUST_PREMIUM_001487
CUST_PREMIUM_001488,cust_id,CUST_PREMIUM_001488,CUST_PREMIUM_001488
riya.nguyen@capital-demo.org,email,riya.nguyen@capital-demo.org,CUST_PREMIUM_001488
+1 (415) 752-7553,phone,+1 (415) 752-7553,CUST_PREMIUM_001488
7915,card_last4,Card *7915,CUST_PREMIUM_001488
ck_4ea5f5085c,cookie,ck_4ea5f5085c,CUST_PREMIUM_001488
dev_d0270f8651,device_id,dev_d0270f8651,CUST_PREMIUM_001488
CUST_PREMIUM_001489,cust_id,CUST_PREMIUM_001489,CUST_PREMIUM_001489
hazelbaker@harbor.example,email,hazelbaker@harbor.example,CUST_PREMIUM_001489
+1 (917) 899-5472,phone,+1 (917) 899-5472,CUST_PREMIUM_001489
3251,card_last4,Card *3251,CUST_PREMIUM_001489
ck_97e508a231,cookie,ck_97e508a231,CUST_PREMIUM_001489
dev_9562d6c35b,device_id,dev_9562d6c35b,CUST_PREMIUM_001489
dev_10e0216d8c,device_id,dev_10e0216d8c,CUST_PREMIUM_001489
CUST_PREMIUM_001490,cust_id,CUST_PREMIUM_001490,CUST_PREMIUM_001490
vivianjones@example.com,email,vivianjones@example.com,CUST_PREMIUM_001490
+1 (415) 826-3391,phone,+1 (415) 826-3391,CUST_PREMIUM_001490
0457,card_last4,Card *0457,CUST_PREMIUM_001490
ck_49ac29e275,cookie,ck_49ac29e275,CUST_PREMIUM_001490
dev_c111ba2d88,device_id,dev_c111ba2d88,CUST_PREMIUM_001490
CUST_PREMIUM_001491,cust_id,CUST_PREMIUM_001491,CUST_PREMIUM_001491
nakamura.camila@summitmail.net,email,nakamura.camila@summitmail.net,CUST_PREMIUM_001491
+1 (214) 874-1310,phone,+1 (214) 874-1310,CUST_PREMIUM_001491
8132,card_last4,Card *8132,CUST_PREMIUM_001491
ck_1928023ca2,cookie,ck_1928023ca2,CUST_PREMIUM_001491
ck_a08ecf71ee,cookie,ck_a08ecf71ee,CUST_PREMIUM_001491
ck_33b595c939,cookie,ck_33b595c939,CUST_PREMIUM_001491
dev_703e06eeda,device_id,dev_703e06eeda,CUST_PREMIUM_001491
CUST_PREMIUM_001492,cust_id,CUST_PREMIUM_001492,CUST_PREMIUM_001492
leo.brown@example.com,email,leo.brown@example.com,CUST_PREMIUM_001492
+1 (212) 867-9229,phone,+1 (212) 867-9229,CUST_PREMIUM_001492
5931,card_last4,Card *5931,CUST_PREMIUM_001492
ck_5cb778064e,cookie,ck_5cb778064e,CUST_PREMIUM_001492
ck_b284a67945,cookie,ck_b284a67945,CUST_PREMIUM_001492
ck_40197a8ef1,cookie,ck_40197a8ef1,CUST_PREMIUM_001492
dev_12c5bc5ac7,device_id,dev_12c5bc5ac7,CUST_PREMIUM_001492
dev_52b9d634ff,device_id,dev_52b9d634ff,CUST_PREMIUM_001492
CUST_PREMIUM_001493,cust_id,CUST_PREMIUM_001493,CUST_PREMIUM_001493
aarav.lewis@harbor.example,email,aarav.lewis@harbor.example,CUST_PREMIUM_001493
+1 (212) 204-7148,phone,+1 (212) 204-7148,CUST_PREMIUM_001493
5588,card_last4,Card *5588,CUST_PREMIUM_001493
ck_755bcb67ba,cookie,ck_755bcb67ba,CUST_PREMIUM_001493
dev_da16a54e1b,device_id,dev_da16a54e1b,CUST_PREMIUM_001493
dev_63c58e5d85,device_id,dev_63c58e5d85,CUST_PREMIUM_001493
CUST_PREMIUM_001494,cust_id,CUST_PREMIUM_001494,CUST_PREMIUM_001494
theo.garcia8@harbor.example,email,theo.garcia8@harbor.example,CUST_PREMIUM_001494
+1 (305) 296-5067,phone,+1 (305) 296-5067,CUST_PREMIUM_001494
8633,card_last4,Card *8633,CUST_PREMIUM_001494
ck_f72a28cc98,cookie,ck_f72a28cc98,CUST_PREMIUM_001494
ck_c3bec0cbb9,cookie,ck_c3bec0cbb9,CUST_PREMIUM_001494
ck_58aebec6b3,cookie,ck_58aebec6b3,CUST_PREMIUM_001494
dev_564e0b8234,device_id,dev_564e0b8234,CUST_PREMIUM_001494
CUST_PREMIUM_001495,cust_id,CUST_PREMIUM_001495,CUST_PREMIUM_001495
thompson.fatima@orchardmail.com,email,thompson.fatima@orchardmail.com,CUST_PREMIUM_001495
+1 (617) 355-2986,phone,+1 (617) 355-2986,CUST_PREMIUM_001495
7435,card_last4,Card *7435,CUST_PREMIUM_001495
ck_321f628e74,cookie,ck_321f628e74,CUST_PREMIUM_001495
ck_f1d9d30e32,cookie,ck_f1d9d30e32,CUST_PREMIUM_001495
dev_c2ad7e30dc,device_id,dev_c2ad7e30dc,CUST_PREMIUM_001495
CUST_PREMIUM_001496,cust_id,CUST_PREMIUM_001496,CUST_PREMIUM_001496
isabella.wang@capital-demo.org,email,isabella.wang@capital-demo.org,CUST_PREMIUM_001496
+1 (212) 315-0905,phone,+1 (212) 315-0905,CUST_PREMIUM_001496
2031,card_last4,Card *2031,CUST_PREMIUM_001496
ck_41e2d0a95e,cookie,ck_41e2d0a95e,CUST_PREMIUM_001496
ck_87680175d0,cookie,ck_87680175d0,CUST_PREMIUM_001496
ck_13f8adc20a,cookie,ck_13f8adc20a,CUST_PREMIUM_001496
dev_091610f129,device_id,dev_091610f129,CUST_PREMIUM_001496
dev_87c314b19e,device_id,dev_87c314b19e,CUST_PREMIUM_001496
CUST_PREMIUM_001497,cust_id,CUST_PREMIUM_001497,CUST_PREMIUM_001497
williams.isabella@bluepeak.co,email,williams.isabella@bluepeak.co,CUST_PREMIUM_001497
+1 (305) 407-8824,phone,+1 (305) 407-8824,CUST_PREMIUM_001497
2644,card_last4,Card *2644,CUST_PREMIUM_001497
ck_165c6ce723,cookie,ck_165c6ce723,CUST_PREMIUM_001497
ck_d0129ca402,cookie,ck_d0129ca402,CUST_PREMIUM_001497
dev_318e35036d,device_id,dev_318e35036d,CUST_PREMIUM_001497
CUST_PREMIUM_001498,cust_id,CUST_PREMIUM_001498,CUST_PREMIUM_001498
yuki.khan12@northstar.org,email,yuki.khan12@northstar.org,CUST_PREMIUM_001498
+1 (416) 510-6743,phone,+1 (416) 510-6743,CUST_PREMIUM_001498
3006,card_last4,Card *3006,CUST_PREMIUM_001498
ck_9cfe6c1fe7,cookie,ck_9cfe6c1fe7,CUST_PREMIUM_001498
dev_09b9359574,device_id,dev_09b9359574,CUST_PREMIUM_001498
CUST_PREMIUM_001499,cust_id,CUST_PREMIUM_001499,CUST_PREMIUM_001499
leo.smith13@atlasmail.net,email,leo.smith13@atlasmail.net,CUST_PREMIUM_001499
+1 (212) 426-4662,phone,+1 (212) 426-4662,CUST_PREMIUM_001499
5533,card_last4,Card *5533,CUST_PREMIUM_001499
ck_5a01b7a121,cookie,ck_5a01b7a121,CUST_PREMIUM_001499
dev_85ecf794c4,device_id,dev_85ecf794c4,CUST_PREMIUM_001499
CUST_PREMIUM_001500,cust_id,CUST_PREMIUM_001500,CUST_PREMIUM_001500
d.moore@example.com,email,d.moore@example.com,CUST_PREMIUM_001500
+1 (646) 573-2581,phone,+1 (646) 573-2581,CUST_PREMIUM_001500
1693,card_last4,Card *1693,CUST_PREMIUM_001500
ck_3da2e0d9fd,cookie,ck_3da2e0d9fd,CUST_PREMIUM_001500
dev_7f19365a14,device_id,dev_7f19365a14,CUST_PREMIUM_001500
CUST_PREMIUM_001501,cust_id,CUST_PREMIUM_001501,CUST_PREMIUM_001501
mialee@summitmail.net,email,mialee@summitmail.net,CUST_PREMIUM_001501
+1 (404) 588-0500,phone,+1 (404) 588-0500,CUST_PREMIUM_001501
0824,card_last4,Card *0824,CUST_PREMIUM_001501
ck_2d0e75c70e,cookie,ck_2d0e75c70e,CUST_PREMIUM_001501
dev_5c0a6d2df7,device_id,dev_5c0a6d2df7,CUST_PREMIUM_001501
dev_c5bf7513da,device_id,dev_c5bf7513da,CUST_PREMIUM_001501
dev_shared_6762d3ae9,device_id,dev_shared_6762d3ae9,CUST_PREMIUM_001501
CUST_PREMIUM_001502,cust_id,CUST_PREMIUM_001502,CUST_PREMIUM_001502
akirarobinson@harbor.example,email,akirarobinson@harbor.example,CUST_PREMIUM_001502
+1 (312) 559-8419,phone,+1 (312) 559-8419,CUST_PREMIUM_001502
4565,card_last4,Card *4565,CUST_PREMIUM_001502
ck_c65cdf0f6d,cookie,ck_c65cdf0f6d,CUST_PREMIUM_001502
dev_43f38d5a7a,device_id,dev_43f38d5a7a,CUST_PREMIUM_001502
dev_shared_916943307,device_id,dev_shared_916943307,CUST_PREMIUM_001502
CUST_PREMIUM_001503,cust_id,CUST_PREMIUM_001503,CUST_PREMIUM_001503
garcia.eleanor@bluepeak.co,email,garcia.eleanor@bluepeak.co,CUST_PREMIUM_001503
+1 (415) 607-6338,phone,+1 (415) 607-6338,CUST_PREMIUM_001503
7663,card_last4,Card *7663,CUST_PREMIUM_001503
ck_73740b3fcb,cookie,ck_73740b3fcb,CUST_PREMIUM_001503
dev_ae058547c1,device_id,dev_ae058547c1,CUST_PREMIUM_001503
CUST_PREMIUM_001504,cust_id,CUST_PREMIUM_001504,CUST_PREMIUM_001504
harpersingh@harbor.example,email,harpersingh@harbor.example,CUST_PREMIUM_001504
+1 (310) 622-4257,phone,+1 (310) 622-4257,CUST_PREMIUM_001504
0098,card_last4,Card *0098,CUST_PREMIUM_001504
ck_620d9ca5e5,cookie,ck_620d9ca5e5,CUST_PREMIUM_001504
ck_0821dbfd73,cookie,ck_0821dbfd73,CUST_PREMIUM_001504
dev_4619ffe8c2,device_id,dev_4619ffe8c2,CUST_PREMIUM_001504
CUST_PREMIUM_001505,cust_id,CUST_PREMIUM_001505,CUST_PREMIUM_001505
young.camila@atlasmail.net,email,young.camila@atlasmail.net,CUST_PREMIUM_001505
+1 (312) 670-2176,phone,+1 (312) 670-2176,CUST_PREMIUM_001505
0711,card_last4,Card *0711,CUST_PREMIUM_001505
ck_fafcc20f6b,cookie,ck_fafcc20f6b,CUST_PREMIUM_001505
dev_1ba446d369,device_id,dev_1ba446d369,CUST_PREMIUM_001505
dev_shared_9d52f6451,device_id,dev_shared_9d52f6451,CUST_PREMIUM_001505
CUST_PREMIUM_001506,cust_id,CUST_PREMIUM_001506,CUST_PREMIUM_001506
kabir.martinez20@harbor.example,email,kabir.martinez20@harbor.example,CUST_PREMIUM_001506
+1 (469) 850-0095,phone,+1 (469) 850-0095,CUST_PREMIUM_001506
3462,card_last4,Card *3462,CUST_PREMIUM_001506
ck_e851f6276d,cookie,ck_e851f6276d,CUST_PREMIUM_001506
ck_7367d86eb6,cookie,ck_7367d86eb6,CUST_PREMIUM_001506
dev_c1733d55a9,device_id,dev_c1733d55a9,CUST_PREMIUM_001506
CUST_PREMIUM_001507,cust_id,CUST_PREMIUM_001507,CUST_PREMIUM_001507
hannah.wilson21@orchardmail.com,email,hannah.wilson21@orchardmail.com,CUST_PREMIUM_001507
+1 (415) 755-8014,phone,+1 (415) 755-8014,CUST_PREMIUM_001507
1673,card_last4,Card *1673,CUST_PREMIUM_001507
ck_fa72f3155a,cookie,ck_fa72f3155a,CUST_PREMIUM_001507
ck_264f24fff8,cookie,ck_264f24fff8,CUST_PREMIUM_001507
dev_036c16b801,device_id,dev_036c16b801,CUST_PREMIUM_001507
CUST_PREMIUM_001508,cust_id,CUST_PREMIUM_001508,CUST_PREMIUM_001508
jasmine.ito@orchardmail.com,email,jasmine.ito@orchardmail.com,CUST_PREMIUM_001508
+1 (404) 847-5933,phone,+1 (404) 847-5933,CUST_PREMIUM_001508
8243,card_last4,Card *8243,CUST_PREMIUM_001508
ck_7f9de2bf4d,cookie,ck_7f9de2bf4d,CUST_PREMIUM_001508
ck_4287bdc7fe,cookie,ck_4287bdc7fe,CUST_PREMIUM_001508
dev_084956a886,device_id,dev_084956a886,CUST_PREMIUM_001508
dev_shared_111f6ae93,device_id,dev_shared_111f6ae93,CUST_PREMIUM_001508
CUST_PREMIUM_001509,cust_id,CUST_PREMIUM_001509,CUST_PREMIUM_001509
nora.anderson@orchardmail.com,email,nora.anderson@orchardmail.com,CUST_PREMIUM_001509
+1 (718) 250-3852,phone,+1 (718) 250-3852,CUST_PREMIUM_001509
8518,card_last4,Card *8518,CUST_PREMIUM_001509
ck_bf77f8c74e,cookie,ck_bf77f8c74e,CUST_PREMIUM_001509
dev_4f256b3bf1,device_id,dev_4f256b3bf1,CUST_PREMIUM_001509
dev_shared_764df30e1,device_id,dev_shared_764df30e1,CUST_PREMIUM_001509
CUST_PREMIUM_001510,cust_id,CUST_PREMIUM_001510,CUST_PREMIUM_001510
hazel.vance24@example.com,email,hazel.vance24@example.com,CUST_PREMIUM_001510
+1 (212) 833-1771,phone,+1 (212) 833-1771,CUST_PREMIUM_001510
2110,card_last4,Card *2110,CUST_PREMIUM_001510
ck_e80b35b749,cookie,ck_e80b35b749,CUST_PREMIUM_001510
ck_6233c12b7c,cookie,ck_6233c12b7c,CUST_PREMIUM_001510
dev_ec03b19cc3,device_id,dev_ec03b19cc3,CUST_PREMIUM_001510
dev_shared_bf219d814,device_id,dev_shared_bf219d814,CUST_PREMIUM_001510
CUST_PREMIUM_001511,cust_id,CUST_PREMIUM_001511,CUST_PREMIUM_001511
noahroberts@orchardmail.com,email,noahroberts@orchardmail.com,CUST_PREMIUM_001511
+1 (415) 203-9690,phone,+1 (415) 203-9690,CUST_PREMIUM_001511
2658,card_last4,Card *2658,CUST_PREMIUM_001511
ck_cb52f365ed,cookie,ck_cb52f365ed,CUST_PREMIUM_001511
dev_96aa056496,device_id,dev_96aa056496,CUST_PREMIUM_001511
dev_198d4d4241,device_id,dev_198d4d4241,CUST_PREMIUM_001511
dev_ae170f2012,device_id,dev_ae170f2012,CUST_PREMIUM_001511
CUST_PREMIUM_001512,cust_id,CUST_PREMIUM_001512,CUST_PREMIUM_001512
r.taylor@vectorlabs.co,email,r.taylor@vectorlabs.co,CUST_PREMIUM_001512
+1 (212) 207-7609,phone,+1 (212) 207-7609,CUST_PREMIUM_001512
9478,card_last4,Card *9478,CUST_PREMIUM_001512
ck_38883121a0,cookie,ck_38883121a0,CUST_PREMIUM_001512
ck_f41b7f4151,cookie,ck_f41b7f4151,CUST_PREMIUM_001512
dev_331e2ff4cd,device_id,dev_331e2ff4cd,CUST_PREMIUM_001512
dev_shared_eb57f62c1,device_id,dev_shared_eb57f62c1,CUST_PREMIUM_001512
CUST_PREMIUM_001513,cust_id,CUST_PREMIUM_001513,CUST_PREMIUM_001513
rei.lopez27@orchardmail.com,email,rei.lopez27@orchardmail.com,CUST_PREMIUM_001513
+1 (305) 299-5528,phone,+1 (305) 299-5528,CUST_PREMIUM_001513
1403,card_last4,Card *1403,CUST_PREMIUM_001513
ck_daf78458e6,cookie,ck_daf78458e6,CUST_PREMIUM_001513
ck_1d2878c45f,cookie,ck_1d2878c45f,CUST_PREMIUM_001513
ck_9f484d24d6,cookie,ck_9f484d24d6,CUST_PREMIUM_001513
ck_5eeabd30cc,cookie,ck_5eeabd30cc,CUST_PREMIUM_001513
dev_770b8c683e,device_id,dev_770b8c683e,CUST_PREMIUM_001513
CUST_PREMIUM_001514,cust_id,CUST_PREMIUM_001514,CUST_PREMIUM_001514
daniel.rodriguez28@summitmail.net,email,daniel.rodriguez28@summitmail.net,CUST_PREMIUM_001514
+1 (202) 380-3447,phone,+1 (202) 380-3447,CUST_PREMIUM_001514
3356,card_last4,Card *3356,CUST_PREMIUM_001514
ck_33896df622,cookie,ck_33896df622,CUST_PREMIUM_001514
dev_4c0ed8883f,device_id,dev_4c0ed8883f,CUST_PREMIUM_001514
CUST_PREMIUM_001515,cust_id,CUST_PREMIUM_001515,CUST_PREMIUM_001515
elias.rivera@northstar.org,email,elias.rivera@northstar.org,CUST_PREMIUM_001515
+1 (312) 340-1366,phone,+1 (312) 340-1366,CUST_PREMIUM_001515
7580,card_last4,Card *7580,CUST_PREMIUM_001515
ck_800c0c0a13,cookie,ck_800c0c0a13,CUST_PREMIUM_001515
dev_a764780d07,device_id,dev_a764780d07,CUST_PREMIUM_001515
CUST_PREMIUM_001516,cust_id,CUST_PREMIUM_001516,CUST_PREMIUM_001516
white.emma@example.com,email,white.emma@example.com,CUST_PREMIUM_001516
+1 (650) 487-9285,phone,+1 (650) 487-9285,CUST_PREMIUM_001516
5145,card_last4,Card *5145,CUST_PREMIUM_001516
ck_c7eeb5a0bf,cookie,ck_c7eeb5a0bf,CUST_PREMIUM_001516
dev_7a945db928,device_id,dev_7a945db928,CUST_PREMIUM_001516
CUST_PREMIUM_001517,cust_id,CUST_PREMIUM_001517,CUST_PREMIUM_001517
m.reed@vectorlabs.co,email,m.reed@vectorlabs.co,CUST_PREMIUM_001517
+1 (305) 447-7204,phone,+1 (305) 447-7204,CUST_PREMIUM_001517
4371,card_last4,Card *4371,CUST_PREMIUM_001517
ck_0114b80f29,cookie,ck_0114b80f29,CUST_PREMIUM_001517
ck_145667d5d5,cookie,ck_145667d5d5,CUST_PREMIUM_001517
dev_1e37b53c2c,device_id,dev_1e37b53c2c,CUST_PREMIUM_001517
CUST_PREMIUM_001518,cust_id,CUST_PREMIUM_001518,CUST_PREMIUM_001518
e.roberts@harbor.example,email,e.roberts@harbor.example,CUST_PREMIUM_001518
+1 (650) 561-5123,phone,+1 (650) 561-5123,CUST_PREMIUM_001518
8380,card_last4,Card *8380,CUST_PREMIUM_001518
ck_1f3b5e8991,cookie,ck_1f3b5e8991,CUST_PREMIUM_001518
dev_4416e8965c,device_id,dev_4416e8965c,CUST_PREMIUM_001518
dev_shared_30c9d1199,device_id,dev_shared_30c9d1199,CUST_PREMIUM_001518
CUST_PREMIUM_001519,cust_id,CUST_PREMIUM_001519,CUST_PREMIUM_001519
lucas.kumar33@summitmail.net,email,lucas.kumar33@summitmail.net,CUST_PREMIUM_001519
+1 (310) 477-3042,phone,+1 (310) 477-3042,CUST_PREMIUM_001519
2890,card_last4,Card *2890,CUST_PREMIUM_001519
ck_17e5a70621,cookie,ck_17e5a70621,CUST_PREMIUM_001519
ck_72424efd82,cookie,ck_72424efd82,CUST_PREMIUM_001519
dev_430553463a,device_id,dev_430553463a,CUST_PREMIUM_001519
dev_00b5df6b9d,device_id,dev_00b5df6b9d,CUST_PREMIUM_001519
CUST_PREMIUM_001520,cust_id,CUST_PREMIUM_001520,CUST_PREMIUM_001520
arjun.rivera@summitmail.net,email,arjun.rivera@summitmail.net,CUST_PREMIUM_001520
+1 (617) 580-0961,phone,+1 (617) 580-0961,CUST_PREMIUM_001520
2311,card_last4,Card *2311,CUST_PREMIUM_001520
ck_4ad3e16f04,cookie,ck_4ad3e16f04,CUST_PREMIUM_001520
dev_783f16c0d8,device_id,dev_783f16c0d8,CUST_PREMIUM_001520
dev_shared_727803db9,device_id,dev_shared_727803db9,CUST_PREMIUM_001520
CUST_PREMIUM_001521,cust_id,CUST_PREMIUM_001521,CUST_PREMIUM_001521
harper.wang35@summitmail.net,email,harper.wang35@summitmail.net,CUST_PREMIUM_001521
+1 (212) 540-8880,phone,+1 (212) 540-8880,CUST_PREMIUM_001521
3818,card_last4,Card *3818,CUST_PREMIUM_001521
ck_373630c27e,cookie,ck_373630c27e,CUST_PREMIUM_001521
dev_78c813abb6,device_id,dev_78c813abb6,CUST_PREMIUM_001521
dev_shared_92009db18,device_id,dev_shared_92009db18,CUST_PREMIUM_001521
CUST_PREMIUM_001522,cust_id,CUST_PREMIUM_001522,CUST_PREMIUM_001522
zarawright@bluepeak.co,email,zarawright@bluepeak.co,CUST_PREMIUM_001522
+1 (718) 731-6799,phone,+1 (718) 731-6799,CUST_PREMIUM_001522
1672,card_last4,Card *1672,CUST_PREMIUM_001522
ck_2596245981,cookie,ck_2596245981,CUST_PREMIUM_001522
dev_231d5ac4a4,device_id,dev_231d5ac4a4,CUST_PREMIUM_001522
CUST_PREMIUM_001523,cust_id,CUST_PREMIUM_001523,CUST_PREMIUM_001523
amarawang@harbor.example,email,amarawang@harbor.example,CUST_PREMIUM_001523
+1 (312) 636-4718,phone,+1 (312) 636-4718,CUST_PREMIUM_001523
4291,card_last4,Card *4291,CUST_PREMIUM_001523
ck_4b27131410,cookie,ck_4b27131410,CUST_PREMIUM_001523
ck_9bfb6ae29c,cookie,ck_9bfb6ae29c,CUST_PREMIUM_001523
ck_534824bdf3,cookie,ck_534824bdf3,CUST_PREMIUM_001523
ck_eb4e62ecea,cookie,ck_eb4e62ecea,CUST_PREMIUM_001523
ck_f3988f6451,cookie,ck_f3988f6451,CUST_PREMIUM_001523
ck_c83eb8c404,cookie,ck_c83eb8c404,CUST_PREMIUM_001523
ck_a3e0c60ec2,cookie,ck_a3e0c60ec2,CUST_PREMIUM_001523
dev_6b4b09ecdc,device_id,dev_6b4b09ecdc,CUST_PREMIUM_001523
CUST_PREMIUM_001524,cust_id,CUST_PREMIUM_001524,CUST_PREMIUM_001524
elena.perez38@example.com,email,elena.perez38@example.com,CUST_PREMIUM_001524
+1 (212) 651-2637,phone,+1 (212) 651-2637,CUST_PREMIUM_001524
8756,card_last4,Card *8756,CUST_PREMIUM_001524
ck_9ed4d946ff,cookie,ck_9ed4d946ff,CUST_PREMIUM_001524
dev_42055ccd3b,device_id,dev_42055ccd3b,CUST_PREMIUM_001524
CUST_PREMIUM_001525,cust_id,CUST_PREMIUM_001525,CUST_PREMIUM_001525
victoria.jones39@bluepeak.co,email,victoria.jones39@bluepeak.co,CUST_PREMIUM_001525
+1 (312) 710-0556,phone,+1 (312) 710-0556,CUST_PREMIUM_001525
3628,card_last4,Card *3628,CUST_PREMIUM_001525
ck_1089f15daa,cookie,ck_1089f15daa,CUST_PREMIUM_001525
ck_84c7276777,cookie,ck_84c7276777,CUST_PREMIUM_001525
dev_c2bd47dab2,device_id,dev_c2bd47dab2,CUST_PREMIUM_001525
CUST_PREMIUM_001526,cust_id,CUST_PREMIUM_001526,CUST_PREMIUM_001526
reed.harper@northstar.org,email,reed.harper@northstar.org,CUST_PREMIUM_001526
+1 (718) 879-8475,phone,+1 (718) 879-8475,CUST_PREMIUM_001526
5621,card_last4,Card *5621,CUST_PREMIUM_001526
ck_244d442d1f,cookie,ck_244d442d1f,CUST_PREMIUM_001526
dev_20eebede93,device_id,dev_20eebede93,CUST_PREMIUM_001526
CUST_PREMIUM_001527,cust_id,CUST_PREMIUM_001527,CUST_PREMIUM_001527
e.gupta@capital-demo.org,email,e.gupta@capital-demo.org,CUST_PREMIUM_001527
+1 (469) 227-6394,phone,+1 (469) 227-6394,CUST_PREMIUM_001527
2008,card_last4,Card *2008,CUST_PREMIUM_001527
ck_207f468bfa,cookie,ck_207f468bfa,CUST_PREMIUM_001527
dev_70dcecd73a,device_id,dev_70dcecd73a,CUST_PREMIUM_001527
dev_d47ca5041d,device_id,dev_d47ca5041d,CUST_PREMIUM_001527
dev_shared_fd5ab620f,device_id,dev_shared_fd5ab620f,CUST_PREMIUM_001527
CUST_PREMIUM_001528,cust_id,CUST_PREMIUM_001528,CUST_PREMIUM_001528
zoe.bennett42@orchardmail.com,email,zoe.bennett42@orchardmail.com,CUST_PREMIUM_001528
+1 (310) 810-4313,phone,+1 (310) 810-4313,CUST_PREMIUM_001528
9565,card_last4,Card *9565,CUST_PREMIUM_001528
ck_c0f9906eca,cookie,ck_c0f9906eca,CUST_PREMIUM_001528
dev_b331d901b4,device_id,dev_b331d901b4,CUST_PREMIUM_001528
CUST_PREMIUM_001529,cust_id,CUST_PREMIUM_001529,CUST_PREMIUM_001529
